year,text
2018,hyperlink
2018,codesnippet wget hyperlinkcodesnippet
2018,hyperlink
2018,user its an artifact of a bygone era when it was way harder to get a python env setup
2018,its still listed as the first option in the installation directions in the docs
2018,we keep it around because even installing anaconda manually is too much for complete beginners
2018,oh
2018,yeah install script ran fine on my mac
2018,ok thanks for the update
2018,i think ive got it working
2018,installing manually seems to be fine
2018,i dont know what was going wrong with the installer script though
2018,thanks for the help everyone
2018,perhaps i should update the tridentyt40 installer instructions to just forego using the install_script
2018,up to you
2018,if you want to spend some time debugging why its breaking that would be helpful
2018,unfortunately i dont have a way to reproduce so cant help much
2018,it would be nice to figure out what codesnippet is when it fails
2018,if i want to run the commandline version of yt eg codesnippet or codesnippet where is the python script that i can put in my path to do this
2018,since the manual install of yt doesnt include the commandline functionality
2018,yes it does
2018,i guess by just codesnippet and then codesnippet it doesnt for me
2018,itll be in the bin folder associated with your miniconda install
2018,hmm
2018,got it my mistake path weirdness here
2018,those scripts get installed by yts setuppy so theyll always be there no matter how you invoke it
2018,1
2018,ok thats great
2018,user could you try running codesnippet and see if anything pops up
2018,on that cluster where you saw the failure
2018,ok one sec
2018,well i wiped out the ytconda directory after the failed install with the install_script and then reinstalled conda from scratch in that directory
2018,when i run that command now i see no such files
2018,im currently trying to pull an codesnippet out of the image plane of a codesnippet in the same way i do for codesnippet objects but it seems like this isnt an option is there another way to pull the image data out of the codesnippet to dump to a matplotlib codesnippet call or something similar
2018,user its not an frb but you can access it via a dict on the codesnippet attribute of the codesnippet
2018,gotchajust found that
2018,thanks
2019,user has joined the channel
2018,user has joined the channel
2019,user ive issued hyperlink which i think addresses one of the issues you mentioned
2019,user has joined the channel
2018,is there any way to easily make cartesian xyz slices from a spherical dataset im seeing stuff about make slices along the spherical axes hyperlink but havent found anything about being able to slice along axes besides how the dataset is saved
2018,no thats not how the support for spherical data works right now
2018,user would be the person to talk with about this he has ideas related to making this easier
2018,and has a better idea of how things work right now
2018,cool thanks
2019,user some of us are away at scipy but will try to reply to you when we are back
2019,matt i found that using the tuple boxlib phi as field name is working
2019,hi i have a problem about adding a derived field if i just use ytadd_fieldenzoure function_unit_rpsiforce_overridetrue
2019,the field will not show up in dsderived_field_list
2019,after i call adenzoure it is finally added to the dsderived_field_list
2019,is there any way that the field will be added immediately after i do yt_add_field
2019,user my guess is that you need to add that field before index is created for enzo dataset eg before you do ytloadyour_datasets or use codesnippet on dataset directly codesnippet
2019,also its not a bad thing its not initially there it should be created when its gonna be required
2019,user thanks its great i just copy the code from the documentation
2019,which part
2019,user just change ytadd_field to dsadd_field
2019,checkout the following codecodesnippetimport ytfrom ytunits import dimensionsdef _pressurefield data return datadsgamma 10 datadensity datathermal_energyytadd_fieldgaspressure1 function_pressure unitsauto dimensionsdimensionspressureds ytloadisolatedgalaxygalaxy0030galaxy0030printgas pressure1 in dsderived_field_listytadd_fieldgaspressure2 function_pressure unitsauto dimensionsdimensionspressureprintgas pressure2 in dsderived_field_listdsadd_fieldgaspressure3 function_pressure unitsauto dimensionsdimensionspressureprintgas pressure3 in dsderived_field_listcodesnippet
